Neighborhood,Neighborhood_lat,Neighborhood_long,Venue,Category,Venue_lat,Venue_long
"India Bazaar, The Beaches West",43.6689985,-79.3155716,British Style Fish & Chips,Fish & Chips Shop,43.66872336908457,-79.31713935234417
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Brett's Ice Cream,Ice Cream Shop,43.667222,-79.312831
"India Bazaar, The Beaches West",43.6689985,-79.3155716,O Sushi,Sushi Restaurant,43.66668372330836,-79.3166142781831
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Woodbine Park,Park,43.66486036311473,-79.31510925292969
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Godspeed Brewery,Brewery,43.67262030152577,-79.31922849103603
"India Bazaar, The Beaches West",43.6689985,-79.3155716,LCBO,Liquor Store,43.66673150624233,-79.31496605090986
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Casa di Giorgio,Italian Restaurant,43.66664527559903,-79.31520351125722
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Pet Valu,Pet Store,43.66697917950893,-79.31466465565389
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Murphy's Law,Pub,43.66731906186093,-79.31265587607287
"India Bazaar, The Beaches West",43.6689985,-79.3155716,The Tulip Steakhouse,Steakhouse,43.66634820248808,-79.31685400996346
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Alliance Cinemas - The Beach,Movie Theater,43.666746976047506,-79.31468500467349
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Harvey's,Restaurant,43.666528010542514,-79.3151266656414
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Subway,Sandwich Place,43.66605207373166,-79.3169328912536
"India Bazaar, The Beaches West",43.6689985,-79.3155716,KFC,Fast Food Restaurant,43.666624203184845,-79.31591580156237
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Shop Task - Inline Skate Shop,Board Shop,43.66652898514072,-79.31618481874466
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Pizza Nova,Pizza Place,43.66646175849127,-79.31648498219599
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Pizzaiolo,Pizza Place,43.66895319839045,-79.31168339331794
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Country Style,Coffee Shop,43.667662,-79.312006
"India Bazaar, The Beaches West",43.6689985,-79.3155716,Measurement Park,Park,43.666916002070764,-79.31263053498228
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Canoe,Restaurant,43.647452066183476,-79.38132001815676
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pilot Coffee Roasters,Coffee Shop,43.648835391245896,-79.3809358125033
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Mos Mos Coffee,Café,43.64815919753501,-79.37874450467258
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Equinox Bay Street,Gym,43.64809974034856,-79.37998869411526
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Adelaide Club Toronto,Gym / Fitness Center,43.64927944291712,-79.38192123284551
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Brick Street Bakery,Bakery,43.6488151631615,-79.38060468610949
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Walrus Pub & Beer Hall,Pub,43.64737470920577,-79.37951515363918
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hockey Hall Of Fame (Hockey Hall of Fame),Museum,43.646974451431056,-79.37732323942681
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Maman,Café,43.64830873804684,-79.38225333898805
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Café Plenty,Café,43.6491179354577,-79.37831288380438
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cactus Club Cafe,American Restaurant,43.6495520142626,-79.38167072512041
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Dineen Coffee,Café,43.650497,-79.378765
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Dineen @CommerceCourt,Coffee Shop,43.648250543365556,-79.38012728220869
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Design Exchange,Art Gallery,43.64797219581623,-79.38010382588462
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Petit Four Bakery,Sandwich Place,43.647743692587085,-79.37958814250598
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Kupfert & Kim (First Canadian Place),Gluten-free Restaurant,43.64854659465186,-79.38162406470161
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Olly Fresco's,Deli / Bodega,43.646912231909276,-79.37959661696463
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,John & Sons Oyster House,Seafood Restaurant,43.65065642537144,-79.38161285228475
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Bymark,Restaurant,43.647217284018005,-79.38125188166379
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hy's Steakhouse,Steakhouse,43.649504756476944,-79.38291850488223
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,King Taps,Gastropub,43.648475974183,-79.38205778358744
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cosmopolitan Toronto Centre Hotel & Spa,Hotel,43.64906432957466,-79.37759759701125
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Ki Modern Japanese + Bar,Japanese Restaurant,43.647223,-79.3793738
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Garrison Bespoke,Tailor Shop,43.648102,-79.376334
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Craft Beer Market,Beer Bar,43.6498722789121,-79.37839828995996
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Omni King Edward Hotel,Hotel,43.64919051601911,-79.37600612640387
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Chotto Matte,Japanese Restaurant,43.646473,-79.378782
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pumpernickel's Deli,Deli / Bodega,43.64883150054619,-79.38197006345457
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,WVRST,Beer Bar,43.64496809087762,-79.38137631843854
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,John & Sons Oyster House,Seafood Restaurant,43.65060229830571,-79.38155510682869
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Keg Steakhouse + Bar - York Street,Restaurant,43.64998659318569,-79.38410336664538
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Toronto Athletic Club,Gym,43.647359553534905,-79.3811766566002
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Adelaide Hotel Toronto,Hotel,43.6498312,-79.3801639
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Fairmont Royal York,Hotel,43.64544914616651,-79.3815076529019
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hogtown Smoke,Food Truck,43.64928693557788,-79.37468932637938
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,GoodLife Fitness Toronto 137 Yonge Street,Gym,43.651242,-79.378068
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,iQ Food Co. (First Canadian Place),Salad Place,43.64835708519922,-79.38219241858727
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pilot Coffee Roasters,Coffee Shop,43.64501814464698,-79.3804150931199
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Victoria's Restaurant,Restaurant,43.64929834396347,-79.37643067251867
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Biff's Bistro,French Restaurant,43.647084825125084,-79.37634231908494
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Indigospirit,Bookstore,43.64834987590252,-79.38034747310336
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Buster's Sea Cove,Seafood Restaurant,43.64777410584289,-79.37918080262172
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Dog Fountain,Fountain,43.64799795147863,-79.37536096948996
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Fresh On Front,Vegetarian / Vegan Restaurant,43.64781466405137,-79.3744527618627
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Keg Steakhouse + Bar - Esplanade,Restaurant,43.64671207408793,-79.37476761639118
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Sam James Coffee Bar (SJCB),Café,43.64788137014028,-79.38433152836829
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Berczy Park,Park,43.64804835388851,-79.3751722909452
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The National Club,Wine Bar,43.64934259283233,-79.3805735731846
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Boxcar Social Temperance,Bar,43.65055725249405,-79.38195634640063
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Meridian Hall,Concert Hall,43.646292124205594,-79.37602179505662
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Gabardine,American Restaurant,43.65098801064232,-79.38122513218154
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,Coffee Shop,43.647261,-79.378599
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Five Guys,Burger Joint,43.6487987190222,-79.3816807899204
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Terroni,Italian Restaurant,43.650927,-79.375602
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,DAVIDsTEA,Tea Room,43.650546552943766,-79.38338493349875
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Crepe TO,Creperie,43.650063279511016,-79.37458664523871
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,Coffee Shop,43.646731,-79.383951
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Tim Hortons,Coffee Shop,43.646255967524645,-79.37957346439356
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Sukhothai,Thai Restaurant,43.64848710249909,-79.37454735245633
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,Coffee Shop,43.647192603955325,-79.38095685671752
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Danish Pastry House,Bakery,43.64526188121351,-79.38084966956498
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,GoodLife Fitness Toronto Street Women's Only,Gym,43.6504,-79.3767
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,iQ Food Co,Fast Food Restaurant,43.64748168603231,-79.37910417362639
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pravda Vodka Bar,Cocktail Bar,43.64851553067474,-79.37473231149953
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Leña,Latin American Restaurant,43.651722,-79.379205
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Tim Hortons,Coffee Shop,43.6468622,-79.3825442
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Reservoir Lounge,Jazz Club,43.64851659851552,-79.37455623391588
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pizzeria Libretto,Pizza Place,43.64833354686235,-79.38511050184168
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,McEwan Foods,Deli / Bodega,43.64716011126396,-79.38104402548048
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Bardi's Steak House,Restaurant,43.64622,-79.383074
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cafe Landwer,Café,43.64875349932059,-79.3853673607289
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,D.W. Alexander,Cocktail Bar,43.64833304339161,-79.3738261420116
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Sweet Lulu,Asian Restaurant,43.65055650489936,-79.38117543224395
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cambridge Suites Toronto,Hotel,43.65183649475983,-79.37810738045548
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Rosalinda,Vegetarian / Vegan Restaurant,43.650252483069295,-79.38515575620075
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Over Easy,Breakfast Spot,43.64807704204346,-79.37759871575396
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,Coffee Shop,43.650159,-79.377793
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Mercatto,Italian Restaurant,43.6502431921682,-79.38081989149896
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,M Square Coffee Co,Coffee Shop,43.65121797253777,-79.38355459932247
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,John Allans,Salon / Barbershop,43.651446635211904,-79.38135389611388
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Bulldog On The Block,Coffee Shop,43.65065218852629,-79.38414092873634
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Portico,Restaurant,43.651855687900124,-79.37805540906518
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Toronto PATH System,General Travel,43.64990340698978,-79.3830527039004
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Ruby Thai (First Canadian Place),Thai Restaurant,43.64909140219368,-79.38159990145141
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,NAMI,Japanese Restaurant,43.650853361785124,-79.37588746641697
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Spirit of Hockey,Sporting Goods Shop,43.64704692224217,-79.37753727586353
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Poké Box,Poke Place,43.65046931503178,-79.37631703952829
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Noodle King,Asian Restaurant,43.65170632794881,-79.38304628912547
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Old City Hall,Monument / Landmark,43.652008800876125,-79.3817442232328
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Jump,American Restaurant,43.64814738516352,-79.37875242540652
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Versus Coffee,Coffee Shop,43.65121343781903,-79.37523564828548
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Metropolitan Resto Bar,Italian Restaurant,43.65006166044848,-79.3771814107564
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Papyrus,Gift Shop,43.64819540954937,-79.3813921854217
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Carisma,Italian Restaurant,43.64961671774303,-79.3754337751762
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hudson's Bay,Department Store,43.652039815876805,-79.38039146122816
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Assembly Chef's Hall,Food Court,43.650578865093934,-79.3834119303614
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Prairie Girl Bakery,Cupcake Shop,43.64833236397115,-79.38230492443054
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,Rustic Bakery,Bakery,43.715413998974796,-79.49030028640821
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,Sporty,Basketball Court,43.71650314331055,-79.48983764648438
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,Maple leaf park,Park,43.716187513283,-79.4935309549699
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,Queen's GreenBelt Park,Trail,43.71235526161373,-79.48475360870361
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,Mika's Trim,Construction & Landscaping,43.714068,-79.496113
Humber Summit,43.7563033,-79.5659633,Pizza Monza,Pizza Place,43.7550425265422,-79.56719521010014
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,Have A Nap Motel,Motel,43.718256,-79.240135
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,Vincent's Spot,American Restaurant,43.71700152544261,-79.24235338465942
Downsview,43.7284964,-79.4956974,Roding Park,Baseball Field,43.728655041194294,-79.49291760986993
Downsview,43.7284964,-79.4956974,Yummy Dogs,Food Truck,43.72651174068901,-79.50127950136176
Studio District,43.6595255,-79.340923,Ed's Real Scoop,Ice Cream Shop,43.660655832455014,-79.3420187548006
Studio District,43.6595255,-79.340923,Queen Books,Bookstore,43.6606506251737,-79.34226723956905
Studio District,43.6595255,-79.340923,Te Aro,Coffee Shop,43.66137281675049,-79.33857736283377
Studio District,43.6595255,-79.340923,The Bone House,Pet Store,43.66089376125636,-79.3410974737743
Studio District,43.6595255,-79.340923,Brick Street Breads,Bakery,43.66068453213004,-79.3425013474948
Studio District,43.6595255,-79.340923,Hooked,Fish Market,43.66040731524296,-79.34325721641623
Studio District,43.6595255,-79.340923,WAYLABAR,Gay Bar,43.661234129782564,-79.33959722763221
Studio District,43.6595255,-79.340923,Mercury Espresso Bar,Coffee Shop,43.66080615235188,-79.34124064841119
Studio District,43.6595255,-79.340923,Leslieville,Neighborhood,43.66207024392778,-79.33785619823739
Studio District,43.6595255,-79.340923,Reliable Halibut and Chips,Seafood Restaurant,43.660874,-79.340938
Studio District,43.6595255,-79.340923,Baldini,Italian Restaurant,43.661299966369135,-79.33902686943661
Studio District,43.6595255,-79.340923,Avling Kitchen & Brewery,Brewery,43.661515,-79.338117
Studio District,43.6595255,-79.340923,Leslieville Cheese Market,Cheese Shop,43.66054639296253,-79.3423024562941
Studio District,43.6595255,-79.340923,Purple Penguin Cafe,Café,43.660501150739734,-79.34256490845178
Studio District,43.6595255,-79.340923,braised,American Restaurant,43.660451867292366,-79.34334606916272
Studio District,43.6595255,-79.340923,eastside social,Comfort Food Restaurant,43.661288901982886,-79.33915476536174
Studio District,43.6595255,-79.340923,Boxcar Social,Café,43.659722741351565,-79.34687077721378
Studio District,43.6595255,-79.340923,Tabule,Middle Eastern Restaurant,43.65973096534363,-79.3463408134466
Studio District,43.6595255,-79.340923,Starbucks,Coffee Shop,43.660742,-79.342362
Studio District,43.6595255,-79.340923,Wonder Pens,Stationery Store,43.662809067344405,-79.34145159601191
Studio District,43.6595255,-79.340923,EAT BKK Thai Kitchen,Thai Restaurant,43.66045,-79.343113
Studio District,43.6595255,-79.340923,District 28,Coworking Space,43.65517388160507,-79.34059760137761
Studio District,43.6595255,-79.340923,Bonjour Brioche,Bakery,43.65973440286799,-79.34626614342186
Studio District,43.6595255,-79.340923,Jimmie Simpson Park,Park,43.65922968838468,-79.3450629597167
Studio District,43.6595255,-79.340923,Spirit Loft Yoga,Yoga Studio,43.66354815944136,-79.3413327874046
Studio District,43.6595255,-79.340923,The Thirsty Duck,Gastropub,43.66113846977925,-79.34010994796954
Studio District,43.6595255,-79.340923,Brooklyn Tavern,American Restaurant,43.66193697467491,-79.33593786927155
Studio District,43.6595255,-79.340923,Dwell Gym,Gym / Fitness Center,43.6634116374049,-79.3411044597478
Studio District,43.6595255,-79.340923,The Roy Public House,Bar,43.660451849464096,-79.34299382973943
Studio District,43.6595255,-79.340923,TD Canada Trust,Bank,43.660659451666845,-79.34277481866047
Studio District,43.6595255,-79.340923,7-Eleven,Convenience Store,43.660897,-79.340159
Studio District,43.6595255,-79.340923,Barrio Cerveceria,Latin American Restaurant,43.66043013260822,-79.34350897486634
Studio District,43.6595255,-79.340923,Gale's Snack Bar,Diner,43.658239,-79.339077
Studio District,43.6595255,-79.340923,Good Neighbour,Clothing Store,43.6610004575794,-79.34029809683763
Studio District,43.6595255,-79.340923,Saulter Street Brewery,Brewery,43.6584115679406,-79.34639217979787
Studio District,43.6595255,-79.340923,McQueens Pub,Gastropub,43.66148312783299,-79.338072195258
Studio District,43.6595255,-79.340923,Imprint Music,Music Store,43.66177973945568,-79.34033848927852
Studio District,43.6595255,-79.340923,Fortis Fitness,Gym,43.66345322473837,-79.34117366452456
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Aroma Espresso Bar,Café,43.73597504480755,-79.42039080887425
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Darbar Persian Grill,Restaurant,43.735484,-79.420006
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pheasant & Firkin,Pub,43.73517255469138,-79.41970208136466
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Copper Chimney,Indian Restaurant,43.73619518432498,-79.42027081330127
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Francobollo,Italian Restaurant,43.734556923055784,-79.41954908679143
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Sakura Garden,Sushi Restaurant,43.73339792581388,-79.41949129828605
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Satay on the Road,Thai Restaurant,43.735310312009226,-79.41978338676937
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tim Hortons,Coffee Shop,43.735355956224325,-79.41960454261636
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Freshii,Juice Bar,43.731582455410454,-79.41910939095219
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Drums N Flats,Comfort Food Restaurant,43.73503512478632,-79.42003978035157
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,Coffee Shop,43.732604,-79.419136
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Karbouzi Greek Taverna,Greek Restaurant,43.7362044620751,-79.42035885441898
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,LCBO,Liquor Store,43.73106478660271,-79.41923740055336
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Dino's No Frills,Grocery Store,43.730699,-79.418535
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,Sandwich Place,43.73148485587151,-79.41954981345089
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Shoppers Drug Mart,Pharmacy,43.736276,-79.419705
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Il Fornaro,Italian Restaurant,43.734073,-79.41987
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,Sandwich Place,43.73159539578682,-79.41963959053555
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Bruno's Fine Food,Butcher,43.7366419570093,-79.4198699051871
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Safari Bar and Grill,American Restaurant,43.72905148409205,-79.41810862863923
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pizza Pizza,Pizza Place,43.731952,-79.415019
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,McDonald's,Fast Food Restaurant,43.73254035428967,-79.41979624492376
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Issmi Sushi,Sushi Restaurant,43.73526929359584,-79.4199832843755
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,Subway,Sandwich Place,43.69021830300218,-79.47404997234327
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,Dollar Tree,Discount Store,43.6902962,-79.4746668
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,El Nahual,Restaurant,43.6907629,-79.4737993
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,Chris Tonks Arena,Skating Rink,43.68757035872996,-79.47941054928023
"Humberlea, Emery",43.7247659,-79.5322424,Strathburn Park,Baseball Field,43.721765047523654,-79.53285448549357
"Birch Cliff, Cliffside West",43.692657,-79.2648481,The Birchcliff,Café,43.69166644406541,-79.26453158481682
"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Community Centre,General Entertainment,43.69517507509799,-79.26216087070237
"Birch Cliff, Cliffside West",43.692657,-79.2648481,Scarborough Gardens,Skating Rink,43.6946465192162,-79.26223031725522
"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Stadium,College Stadium,43.695322867712626,-79.26129341125488
"Willowdale, Willowdale East",43.7701199,-79.4084928,Loblaws,Grocery Store,43.768722,-79.412101
"Willowdale, Willowdale East",43.7701199,-79.4084928,Cineplex Cinemas,Movie Theater,43.76862539839479,-79.41261307104753
"Willowdale, Willowdale East",43.7701199,-79.4084928,Konjiki Ramen,Ramen Restaurant,43.76699771023422,-79.41222209328754
"Willowdale, Willowdale East",43.7701199,-79.4084928,The Keg,Steakhouse,43.7665789176648,-79.41213141222555
"Willowdale, Willowdale East",43.7701199,-79.4084928,Starbucks,Coffee Shop,43.768353,-79.413046
"Willowdale, Willowdale East",43.7701199,-79.4084928,Saryo,Café,43.76697902009232,-79.41220491675689
"Willowdale, Willowdale East",43.7701199,-79.4084928,Wako Sushi + Bar,Japanese Restaurant,43.77080606720809,-79.41313811956255
"Willowdale, Willowdale East",43.7701199,-79.4084928,Aroma Espresso Bar,Café,43.76944882099181,-79.41308107735675
"Willowdale, Willowdale East",43.7701199,-79.4084928,Mel Lastman Square,Plaza,43.76770145783431,-79.41297541544051
"Willowdale, Willowdale East",43.7701199,-79.4084928,Empress Walk,Shopping Mall,43.768540252857974,-79.4126707082784
"Willowdale, Willowdale East",43.7701199,-79.4084928,Booster Juice,Juice Bar,43.76889,-79.4129899
"Willowdale, Willowdale East",43.7701199,-79.4084928,Dairy Queen,Ice Cream Shop,43.76701557770687,-79.4120009150447
"Willowdale, Willowdale East",43.7701199,-79.4084928,Aura,Lounge,43.766012799364795,-79.41081286441447
"Willowdale, Willowdale East",43.7701199,-79.4084928,Dollarama,Discount Store,43.768722,-79.412101
"Willowdale, Willowdale East",43.7701199,-79.4084928,Aburi Room,Sushi Restaurant,43.769197,-79.414039
"Willowdale, Willowdale East",43.7701199,-79.4084928,Wendy’s,Fast Food Restaurant,43.76846127243853,-79.4123771060805
"Willowdale, Willowdale East",43.7701199,-79.4084928,PetSmart,Pet Store,43.769139,-79.412522
"Willowdale, Willowdale East",43.7701199,-79.4084928,Starbucks,Coffee Shop,43.768464,-79.414017
"Willowdale, Willowdale East",43.7701199,-79.4084928,Michaels,Arts & Crafts Store,43.76724487394571,-79.41197372883607
"Willowdale, Willowdale East",43.7701199,-79.4084928,Subway,Sandwich Place,43.768507,-79.41398454232785
"Willowdale, Willowdale East",43.7701199,-79.4084928,Kinton Ramen,Ramen Restaurant,43.76968375926793,-79.41304877291766
"Willowdale, Willowdale East",43.7701199,-79.4084928,Best Buy,Electronics Store,43.76811518063931,-79.4126082683499
"Willowdale, Willowdale East",43.7701199,-79.4084928,Ajisen Ramen 味千ラーメン,Ramen Restaurant,43.771444,-79.413139
"Willowdale, Willowdale East",43.7701199,-79.4084928,Symposium Cafe Restaurant & Lounge,Restaurant,43.77107544003332,-79.41339624610163
"Willowdale, Willowdale East",43.7701199,-79.4084928,TD Canada Trust,Bank,43.770582211105484,-79.41373685724197
"Willowdale, Willowdale East",43.7701199,-79.4084928,Shawarma Max,Middle Eastern Restaurant,43.76601170897119,-79.41084443679077
"Willowdale, Willowdale East",43.7701199,-79.4084928,Boston Pizza,Pizza Place,43.76966566980136,-79.41305666054794
"Willowdale, Willowdale East",43.7701199,-79.4084928,Subway,Sandwich Place,43.77140090446779,-79.41345717293876
"Willowdale, Willowdale East",43.7701199,-79.4084928,Pho 88 Vietnamese Cuisine,Vietnamese Restaurant,43.77045596393368,-79.41306424537943
"Willowdale, Willowdale East",43.7701199,-79.4084928,Ten Ren's Tea Time 喫茶新饌,Bubble Tea Shop,43.769574852327395,-79.41259669370922
"Willowdale, Willowdale East",43.7701199,-79.4084928,Freshslice Pizza,Pizza Place,43.771353408025305,-79.4134865956423
"Willowdale, Willowdale East",43.7701199,-79.4084928,LCBO,Liquor Store,43.76853507582258,-79.41261278722021
"Willowdale, Willowdale East",43.7701199,-79.4084928,Novotel Toronto North York,Hotel,43.76872304736466,-79.41425730725825
"Willowdale, Willowdale East",43.7701199,-79.4084928,PROJECT:FISH,Sushi Restaurant,43.7691,-79.414305
